values,ind
xing1,觲
cong1,聡
xi1,翖
kun4,困
le4,叻
yi4,奕
"shen4,ren4",葚
"yi2,ti2",荑
lie4,埒
qi3,諬
shua4,誜
yang4,詇
shang1,觴
ke2,翗
kuo4,括
zha1,吒
xi1,奚
xiang1,葙
"yao2,rao2",荛
yuan4,垸
yu4,諭
an1,誝
"nu4,na2",詉
gong1,觵
hui4,翙
kuo4,扩
a1,吖
"zhuang3,zang4",奘
wei1,葳
bi4,荜
zhi2,埴
zi1,諮
"yu4,yu3",語
pan4,詊
zhi4,觶
ting2,聤
hui1,翚
kuo4,廓
yao1,吆
pao2,匏
chan3,蒇
"zi3,ci2",茈
an3,埯
zhuan1,諯
xiao4,誟
zhou4,詋
"xue2,hu4",觷
ju3,聥
"xiao1,shu1",翛
kuo4,阔
fu1,呋
you2,尢
kai3,蒈
ju3,莒
yi4,埸
"xi3,shai1",諰
"cheng5,cheng2",誠
gan4,詌
chu4,觸
cong1,聦
sha4,翜
la1,垃
mu2,呒
liao4,尥
qi4,葺
tong2,茼
pi2,埤
hui4,諱
jie4,誡
yi4,詍
"xi1,wei2",觹
kui1,聧
hong2,翝
la1,拉
yi4,呓
ga4,尬
kui4,蒉
hui2,茴
nian4,埝
yin1,諲
xian4,誢
ju4,詎
yi2,觺
lian2,聨
jiang1,翞
la3,喇
tai3,呔
gan1,尴
xi3,葸
zhu1,茱
wu1,誣
yao4,詏
lian2,聫
"zhou1,dao4",翢
la4,蜡
li4,呖
hong1,薨
jin3,堇
bian4,苄
ban3,坂
pi2,陴
bing4,誁
yan2,訮
tian3,觍
xie2,襭
fan2,羳
ping2,缾
ku1,郀
wei1,薇
nai4,萘
zhu4,苎
gan1,坩
wei1,隈
"tiao3,diao4",誂
"sa4,sa3",訯
qiu2,觓
bo2,襮
shan1,羴
xiang4,缿
zhe2,摺
yi4,薏
qi1,萋
kou1,芤
long3,垅
huang2,隍
"yi2,chi2",誃
jin1,觔
"chen5,chen4",襯
fen2,羵
diao4,罀
xie2,撷
weng4,蕹
ba2,菝
yi3,苡
dian4,坫
wei3,隗
lei3,誄
"xu3,hu3",許
"chu4,cu1",觕
lai4,襰
shan1,羶
gang1,罁
lu1,撸
sou3,薮
shu1,菽
mo4,茉
lu2,垆
xi2,隰
zhu1,誅
yi4,訲
zhi4,觗
"long4,long2",襱
lian3,羷
ying1,罃
zun3,撙
bi4,薜
chang1,菖
gan1,苷
che4,坼
han2,邗
kuang1,誆
chao4,觘
xi2,襲
guan4,罆
cuan1,撺
hao1,薅
tie1,萜
pie3,苤
di3,坻
qiong2,邛
kua1,誇
su4,訴
ji2,觙
"xian1,shan1",襳
qiang4,羻
zun1,罇
gan3,擀
tai2,薹
yu2,萸
long2,茏
tuo2,坨
kuang4,邝
wu1,誈
"chi4,chi1",訵
dan4,觛
lan2,襴
"hong2,gong4",羾
tan2,罈
huan4,擐
ru2,薷
huan2,萑
ba2,茇
ni2,坭
mang2,邙
ji4,誋
he1,訶
"zhi3,di3",觝
zhe2,襵
chong1,翀
cheng1,罉
pi3,擗
xun1,薰
bi4,萆
mu4,苜
mu3,坶
wu1,邬
zhi4,誌
shen1,訷
"xie4,hua4",觟
dai4,襶
fen1,翂
qi4,罊
xing3,擤
xian3,藓
fu2,菔
ju1,苴
ao4,坳
fang1,邡
ren4,認
"he4,he2",訸
quan2,觠
ju3,襷
hong2,翃
weng4,罋
zhuo2,擢
gao3,藁
"tu4,tu2",菟
ran3,苒
e4,垭
bing3,邴
cu4,誎
xu4,訹
ge2,觡
"zan4,cuan2",襸
chi4,翄
ying1,罌
"huo4,huo1",攉
li2,藜
dan4,萏
qing3,苘
die2,垤
pi1,邳
"lang4,lang3",誏
zhen3,診
shi4,觢
shi1,襹
cui4,翆
lei2,罍
zuan4,攥
huo4,藿
cui4,萃
chi2,茌
dong4,垌
bei4,邶
"e3,e2",誐
zhu4,註
gui3,觤
jian3,襺
fu2,翇
tan2,罎
nang3,攮
qu2,蘧
yan1,菸
fu2,苻
kai3,垲
ye4,邺
kuang2,誑
zheng4,証
"jie4,jie3",觧
yi4,襼
xia2,翈
lu2,罏
yi4,弋
heng2,蘅
"zu1,ju4",菹
ling2,苓
shan1,埏
"xi1,ea1",誒
gou4,訽
hun4,觨
ben3,翉
si4,罒
tui1,忒
"yi3,si4",逘
li4,莅
fei4,芾
ben4,坌
dan1,卩
yan3,兖
yao1,訞
jin4,覲
sui4,襚
"pei2,fei2",裵
hong2,纮
xi1,邜
qu2,蕖
tu2,荼
ji4,芰
e4,垩
jin3,卺
bo2,亳
song4,訟
"guan4,guan1",観
nong2,襛
fei1,裶
ren4,纴
fu1,邞
kou4,蔻
xian1,莶
li4,苈
fa2,垡
zuo3,阝
gun3,衮
shen3,訠
deng1,覴
"dan1,chan1",襜
"yuan1,gun3",裷
zhu4,纻
"kang4,hang2",邟
xu5,蓿
fu2,莩
e4,苊
shu2,塾
wu4,阢
mao4,袤
yin2,訡
"jian4,bian3",覵
"lian3,chan1",襝
"yan3,an1",裺
zhen4,纼
bin1,邠
liao3,蓼
sui1,荽
ju4,苣
ji1,墼
qian1,阡
xie4,亵
"xin1,xi1",訢
"luo2,luan3",覶
dang1,襠
du2,裻
die2,绖
xin1,邤
hui4,蕙
you2,莸
pi2,芘
yong1,壅
jing3,阱
luan2,脔
jue2,訣
"qu4,qu1",覷
"shu3,du2",襡
zhi4,製
xi4,绤
shen3,邥
xun4,蕈
di2,荻
zhi3,芷
he4,壑
ban3,阪
pou2,裒
"xiao2,na2",訤
jian1,覸
"zhan4,tan3",襢
"yi3,qi3",裿
ying1,绬
yuan2,邧
jue2,蕨
shen1,莘
rui4,芮
xu1,圩
"yan2,dian4",阽
bing3,禀
ne4,訥
wei2,覹
bi4,襣
"qi2,ji4",褀
tao2,绹
cun1,邨
rui2,蕤
guan3,莞
xian4,苋
wu1,圬
zuo4,阼
ying2,嬴
chen2,訦
"jue2,jiao4",覺
lan2,襤
guo3,褁
"yun4,wen1",缊
huo3,邩
zui4,蕞
liang2,莨
chang2,苌
ge1,圪
"bei1,po1",陂
luo3,蠃
you2,訧
qu4,覻
"pu2,fu2",襥
ken4,褃
xian4,缐
bang1,邫
ji2,蕺
ying1,莺
cong1,苁
zhen4,圳
jing4,陉
lei2,羸
zhi3,訨
luo2,覼
zhi3,襧
"shuai1,cui1",缞
ju4,邭
meng2,瞢
chun2,莼
qin2,芩
kuang4,圹
gai1,陔
liang3,冫
xiong1,訩
lan3,覽
ti4,褅
xie4,缷
"bian4,bi4",邲
fan1,蕃
jing1,菁
wu4,芴
pi3,圮
zhi4,陟
hu4,冱
fang3,訪
shen3,覾
"shu3,du2",襩
"ti2,shi4",褆
fou3,缹
wa3,邷
qi2,蕲
qi2,萁
qian4,芡
yi2,圯
nie4,陧
lie4,冽
xin4,訫
"ji2,di2",覿
wa4,襪
"fu4,fu2",複
fou3,缻
kuang1,邼
hong2,蕻
xi1,菥
qi2,芪
li4,坜
zou1,陬
xian3,冼
"miao3,chao1",訬
"guan4,guan1",觀
shi4,襫
"chong2,chong1",褈
gui1,邽
xie4,薤
song1,菘
shan1,芟
qi2,圻
chui2,陲
she4,設
yan4,觃
"bei1,bai3",襬
bo1,缽
shi1,邿
"yi2,tuo2",迱
"xia2,he2",轄
xin1,馨
he2,劾
di4,谛
cuan1,汆
ren4,仞
shan3,覢
"cuo1,cui4",襊
yi4,裛
dao4,衟
"xuan2,hai2",還
"xun2,qian2",荨
pi2,鼙
ge3,哿
zi1,谘
di2,籴
yu3,伛
wei1,覣
ji2,襋
"bu5,bu3",補
zhun1,衠
"zhan4,zhan1",邅
hui2,迴
gen4,茛
yi4,懿
meng3,勐
pian3,谝
xi1,兮
pi3,仳
xi4,覤
"dan1,chan2",襌
zhuang1,裝
gan3,衦
teng2,邆
dong4,迵
jin4,荩
cao3,艹
xu4,勖
mo2,谟
xun4,巽
ya2,伢
tian3,覥
za2,襍
shui4,裞
yu2,衧
er3,邇
you4,迶
mai3,荬
jiao1,艽
xie2,勰
dang3,谠
hong2,黉
wa3,佤
yu2,覦
"fan2,bo4",襎
qun2,裠
yi2,衪
bian1,邉
nai3,迺
sun1,荪
nai3,艿
sou3,叟
su4,谡
guo2,馘
wu3,仵
lan3,覧
"fei4,bo1",襏
li3,裡
fu1,衭
"bian5,bian1",邊
yi2,迻
hong2,荭
du4,芏
xie4,燮
shi4,谥
chan3,冁
chang1,伥
e4,覨
xiang4,襐
bao1,裦
"pen2,fen1",衯
"li2,chi2",邌
jie2,迼
zhou4,荮
qian1,芊
jue2,矍
mi4,谧
kui2,夔
chen5,伧
du3,覩
"xun2,xin2",襑
"chan4,chan1",裧
jie2,衱
yuan2,邍
lie4,迾
kan3,莰
ji1,芨
"yin4,yin3",廴
zhe2,谪
bao1,勹
kang4,伉
"qing4,qin1",親
bie2,襒
kun1,裩
zhong1,衳
you2,邎
xun4,迿
bi2,荸
wan2,芄
qian3,凵
jian3,谫
pu2,匍
zhu4,伫
pang3,覫
rao2,襓
tao2,裪
dan3,衴
luo2,邏
dun4,逇
shi2,莳
xiong1,芎
dang4,凼
zen4,谮
hong1,訇
ning4,佞
ji4,覬
jian3,襔
yuan4,裫
yi4,衵
li3,邐
jiong3,逈
wo1,莴
qi3,芑
chang4,鬯
qiao2,谯
fu2,匐
ka3,佧
ming2,覭
lan2,襕
ling2,裬
zhong4,衶
ting2,邒
"you2,you1",逌
you3,莠
xiang1,芗
si1,厶
jue2,谲
fu2,凫
you1,攸
ying2,覮
ao3,襖
chi3,裭
jie4,衸
qi3,邔
"qiu2,qiu1",逎
e2,莪
fu2,芙
bian4,弁
yan4,谳
su4,夙
yi4,佚
gou4,覯
"ze2,yi4",襗
chang1,裮
"zhi1,ti3",衹
shan1,邖
di4,逓
mei2,莓
yuan2,芫
ben3,畚
zhan1,谵
si4,兕
gou1,佝
qu4,覰
"hui4,gui4",襘
"dao1,chou2",裯
xie2,衺
yu2,邘
jing4,逕
you2,莜
yun2,芸
qiu2,巯
chen4,谶
"wen2,tou2",亠
"zhan4,zhan1",覱
liang3,裲
"ru2,fu2",邚
qi1,迉
"shun3,chun1",輴
hu1,軤
tan2,郯
"xi1,ea1",诶
nuo2,傩
wan1,剜
zun1,尊
lv3,褸
yin1,裀
mie4,衊
"feng3,feng1",飌
za1,迊
"ya4,ge2",輵
peng2,堋
yan3,郾
zou1,诹
chi4,傺
kuai3,蒯
zun1,遵
yi4,褹
xi4,衋
xiu1,飍
"wang4,guang4",迋
you2,輶
tu4,堍
juan4,鄄
zhuo2,诼
xi1,僖
piao1,剽
zuo2,昨
die2,褺
"kan4,kan3",衎
yang2,飏
tu4,迌
hong1,輷
sao4,埽
yan1,鄢
wei3,诿
jing3,儆
jue2,劂
zuo3,左
xie4,褻
xu1,裇
yuan4,衏
zhan3,飐
zhun1,迍
shu1,輸
dai4,埭
yin2,鄞
yu2,谀
jian4,僭
qiao1,劁
zuo3,佐
xian1,褼
kun1,裈
qu2,衐
si1,飔
"ti4,da2",迏
"fu4,bu2",輹
ku1,堀
zhang1,鄣
shen3,谂
jiao1,僬
huo1,劐
zha4,柞
wei4,褽
niao3,裊
ling2,衑
yao2,飖
"xiang2,hang2",迒
zi1,輺
die2,堞
po2,鄱
chan3,谄
jiu4,僦
yi4,劓
zuo4,做
biao3,褾
shu4,裋
xuan4,衒
liu2,飗
"ti4,da2",迖
fu2,輻
yin1,堙
shan4,鄯
sui4,谇
tong2,僮
tong2,冂
zuo4,作
cao2,褿
jia2,裌
shu4,術
fei1,飛
e2,迗
"yun1,wen1",輼
leng2,塄
zou1,鄹
chen2,谌
xuan1,儇
wang3,罔
zuo4,坐
ji4,襀
kun3,裍
"tong4,dong4",衕
fan1,飜
da2,迚
ben4,輽
hou4,堠
ling2,酃
jian4,谏
dan1,儋
dan1,亻
zuo4,座
"shan1,sen1",襂
"li5,li3",裏
"xiang4,long4",衖
fei1,飝
che4,迠
"zhan3,nian3",輾
ge2,塥
feng1,酆
xue4,谑
tong2,仝
ding1,仃
"pou2,bao1",襃
juan1,裐
xian2,衘
shi2,飠
"ni4,chi2",迡
yu2,輿
yuan2,塬
chu2,刍
ye4,谒
tun3,氽
zhang3,仉
bi4,襅
shen1,裑
hu2,衚
can1,飡
"zhi4,chi4",迣
"yun1,wen1",轀
man4,墁
huan4,奂
e4,谔
she2,佘
le4,仂
"pu2,fu2",襆
"jie1,ge2",裓
wei4,衛
ji1,飢
"zhen4,chen2",迧
"tao1,kan3",轁
yong1,墉
mai4,劢
yu4,谕
qian1,佥
sa1,仨
jian3,襇
zhen3,裖
dao4,衜
ding4,飣
"zhu4,wang3",迬
"gu3,gu1",轂
liang2,墚
qu2,劬
xuan1,谖
zu3,俎
yi4,仡
"zhuan4,juan4",襈
liu2,裗
"chong4,chong1",衝
si4,飤
tao2,迯
zhen1,轃
chi2,墀
shao4,劭
an1,谙
yue4,龠
mu4,仫
jian3,襉
ji4,裚
wei4,衞
qian4,輤
ren4,軔
"zhong1,chong4",蹱
qu1,诎
luo3,倮
gui3,匦
zou4,奏
zhu2,逐
yu4,袬
xi1,蠵
zi1,頿
sou1,颼
gun3,輥
shan1,軕
di3,邸
yi2,诒
wo1,倭
kui4,匮
zou4,揍
zhu2,竹
can2,蠶
chui2,顀
kai3,颽
nian3,輦
kuang2,軖
tai2,邰
kuang1,诓
bi3,俾
bian3,匾
zu1,租
zhu2,烛
"bo2,bo1",袯
qu2,蠷
"ding4,ding3",顁
"sou1,sao1",颾
ping2,輧
shu1,軗
jia2,郏
lei3,诔
ti4,倜
ze2,赜
zu2,足
zhu3,煮
quan2,蠸
"lai4,lai2",顂
fan1,颿
guan3,輨
tun2,軘
zhi4,郅
gua4,诖
guan1,倌
gua4,卦
zu2,卒
zhu3,拄
can2,蠺
"tan2,shan3",顃
liu2,飀
bei4,輩
"qi2,chen2",軙
zhu1,邾
jie2,诘
"kong3,kong1",倥
you3,卣
zu2,族
zhu3,瞩
"qi3,chi3",袳
man2,蠻
han4,顄
xi2,飁
lun2,輪
"tai5,dai4",軚
kuai4,郐
hui1,诙
ju4,倨
li4,刂
zu3,祖
zhu3,嘱
ku4,袴
jie2,蠽
qian1,顅
"liu4,liao2",飂
pai2,輫
e4,軛
xi4,郄
shen1,诜
fen4,偾
yi4,刈
zu3,诅
zhu3,主
ren4,袵
"zhu2,shu2",蠾
ke1,顆
piao1,飃
liang2,輬
na4,軜
xun2,郇
gou4,诟
yan3,偃
wen3,刎
zu3,阻
zhu4,著
jiang4,袶
zhuo1,蠿
"zu2,cui4",顇
piao1,飄
ruan3,輭
qi2,軝
yun4,郓
quan2,诠
xie2,偕
jing3,刭
zu3,组
zhu4,柱
huang1,衁
"xian4,jiong3",顈
liu2,飅
rou2,輮
mao2,軞
li4,郦
zheng4,诤
ji4,偈
ku1,刳
zuan4,钻
zhu4,助
"mo4,bo2",袹
nv4,衂
qin1,顉
biao1,飆
ji2,輯
ruan3,軟
ying3,郢
hun4,诨
wei1,偎
gui4,刿
zuan3,纂
zhu4,蛀
jie2,袺
pei1,衃
yi2,顊
biao1,飇
yang2,輰
kuang2,軠
gao4,郜
xu3,诩
zong3,偬
kai3,剀
zui3,嘴
zhu4,贮
er2,袻
zhong4,衆
sai1,顋
biao1,飈
"xian2,kan4",輱
qian2,軡
xi1,郗
qiao4,诮
lou2,偻
la2,剌
zui4,醉
zhu4,铸
ru2,袽
mai4,衇
ti2,題
liao2,飉
chuan2,輲
fu2,郛
gao4,诰
tang3,傥
ji1,剞
zui4,最
zhu4,筑
zhu1,袾
er3,衈
e2,額
biao1,飊
cou4,輳
pi2,郫
kuang2,诳
bin1,傧
yan3,剡
zui4,罪
gui1,袿
"kai1,ka1",衉
se4,飋
"tuo3,duo3",軃
"die1,dai4",蹛
"qu3,ju1",跔
mou2,侔
ji1,乩
zai3,仔
zhou1,粥
zhen4,震
qiu2,蠤
kuo4,韕
kui2,頯
xia1,颬
zhi2,軄
su4,蹜
song1,凇
chou2,俦
qi2,亓
zi3,籽
zhou2,轴
zhen4,振
nie4,蠥
jia2,頰
zhan3,颭
xi3,蹝
tu1,冖
yan3,俨
mi3,芈
zi3,滓
zhou3,肘
zhen4,镇
lu2,蠦
yun4,韗
luo1,頱
"pao2,biao1",颮
ti3,軆
kui3,蹞
zhong3,冢
li4,俪
bei4,孛
zi3,子
zhou5,帚
zhen4,阵
du4,蠧
she4,韘
ting3,頲
sa4,颯
dao4,軇
ji4,蹟
ming2,冥
qiu2,俅
se4,啬
zi4,自
zhou4,咒
zheng1,蒸
xiao1,蠨
wei3,韙
cheng1,頳
"fu2,ba2",颰
zhi2,蹠
yan2,讠
li3,俚
"jia3,gu3",嘏
zi4,渍
zhou4,皱
zheng4,挣
"zhu1,chu2",蠩
ge2,韚
ying3,頴
tai2,颱
yu4,軉
"qiang4,qiang1",蹡
jie2,讦
yu3,俣
ze4,仄
zi4,字
zhou4,宙
zheng1,睁
long2,蠪
"fu2,bai4",韛
yun1,頵
lie4,颲
"ju1,che1",車
"zhi2,di2",蹢
hong4,讧
ping1,俜
she4,厍
zong1,鬃
zhou4,昼
zheng1,征
li2,蠫
tao1,韜
hu2,頶
"ji3,gua1",颳
"zha2,ga2",軋
pan2,蹣
shan4,讪
yong3,俑
cuo4,厝
zong1,棕
zhou4,骤
zheng1,狰
long2,蠬
"gou1,bei4",韝
han4,頷
xuan4,颴
gui3,軌
zong1,蹤
ou1,讴
si4,俟
yan3,厣
zong1,踪
zhu1,珠
zheng1,争
feng1,蠭
"yun4,wen1",韞
"jing3,geng3",頸
"xiao1,shao1",颵
jun1,軍
lian2,蹥
ju4,讵
feng4,俸
jue2,厥
zong1,宗
zhu1,株
"zheng4,zheng1",怔
ye1,蠮
gao1,韟
tui2,頹
ju4,颶
yue4,軏
zao1,蹧
ne4,讷
qian4,倩
si1,厮
zong1,综
zhu1,蛛
zheng3,整
pi2,蠯
bi4,韠
tui2,頺
biao1,颷
"xin4,xian4",軐
"ran3,nian3",蹨
gu3,诂
ruo4,偌
ye4,靥
zong3,总
zhu1,朱
zheng3,拯
"shang4,nang2",蠰
"xue1,wei3",韡
pin2,頻
si1,颸
dai4,軑
tui2,蹪
he1,诃
pai2,俳
yan4,赝
zong4,纵
zhu1,猪
zheng4,正
"ye3,gu3",蠱
"sui4,hui4",韢
lai4,頼
wei3,颹
"xuan1,xian4",軒
ju2,蹫
di3,诋
zhuo1,倬
fang1,匚
zou1,邹
zhu1,诸
zheng4,政
ying1,蠳
du2,韣
tui2,頽
yang2,颺
fan4,軓
xian1,蹮
zhao4,诏
shu1,倏
po3,叵
zou3,走
zhu1,诛
shu3,蠴
zi1,頾
yao2,颻
zu2,踿
ke1,趷
shan4,贍
bi3,匕
zhuo1,桌
zhong1,中
zhe3,锗
ze2,责
tian1,靝
xian3,韅
e2,頟
xian3,顯
nuo4,蹃
"jue2,gui4",趹
tong2,佟
tuo1,乇
zhuo2,琢
zhong1,盅
zhe4,蔗
ze2,择
fei1,靟
qian1,韆
wei3,頠
pin2,顰
"zha1,cha3",蹅
chen3,趻
tuo2,佗
yao1,夭
zhuo2,茁
zhong1,忠
zhe4,这
ze2,则
mian4,靣
du2,韇
"xie2,jie2",頡
lu2,顱
tui3,蹆
"pang2,fang1",趽
ni4,伲
yao2,爻
zhuo2,酌
zhong1,钟
zhe4,浙
ze2,泽
bao4,靤
wa4,韈
kuo4,頢
"lin3,lan3",顲
"qiang4,qiang1",蹌
yue4,跀
ga1,伽
zhi1,卮
zhuo2,啄
zhong1,衷
zhen1,珍
zei2,贼
"tian3,mian3",靦
jian1,韉
shen3,頣
nie4,顳
zhan3,蹍
"pa2,ba4",跁
ji2,佶
di3,氐
zhe5,着
zhong1,终
zhen1,斟
zen3,怎
hui4,靧
lan2,韊
yi2,頤
quan2,顴
dian1,蹎
"qi4,qi2",跂
"nai4,er4",佴
xin4,囟
zhuo2,灼
"zhong3,zhong4",种
zhen1,真
zeng1,增
"ye4,yan3",靨
wei2,韋
yi2,頥
ting3,颋
"ti2,di4",蹏
"tuo4,chi4",跅
you4,侑
yin4,胤
zhuo2,浊
zhong3,肿
zhen1,甄
zeng1,憎
ding1,靪
ren4,韌
"ke2,ke1",頦
jiong3,颎
ji2,蹐
yi4,跇
kua3,侉
kui2,馗
zi1,兹
"chong2,zhong4",重
zhen1,砧
ceng2,曾
cha2,靫
fu2,韍
hui4,颒
"liu4,liu1",蹓
"nian3,jian4",跈
kan3,侃
yu4,毓
zi1,咨
zhong4,仲
zhen1,臻
zeng4,赠
"qian2,jian1",靬
"wa4,mei4",韎
"yu3,bian4",頨
ying3,颕
"zan4,can2",蹔
ling2,跉
zhu1,侏
gao1,睾
zi1,资
zhong4,众
zhen1,贞
zha1,扎
ren4,靭
"quan4,juan4",韏
"yu2,yong2",颙
bi4,蹕
mei4,跊
yi4,佾
tao2,鼗
zi1,姿
zhou1,舟
zhen1,针
"cha1,zha1",喳
di2,靮
ge2,韐
lei4,頪
lei4,颣
chong1,蹖
ku1,跍
tiao1,佻
dian3,丶
zi1,滋
zhou1,周
zhen1,侦
zha1,渣
du4,靯
wei3,韑
"tiao4,fu3",頫
"feng3,feng1",風
lu4,蹗
"ci3,ci1",跐
chai2,侪
ji2,亟
zi1,淄
zhou1,州
zhen3,枕
zha2,札
wu4,靰
"shao1,qiao4",韒
jia2,頬
"diu1,diao1",颩
liao2,蹘
qia3,跒
jiao3,佼
nai4,鼐
zi1,孜
zhou1,洲
zhen3,疹
ya4,轧
ren4,靱
han2,韓
"tou5,tou2",頭
tang1,蹚
zhu4,跓
nong2,侬
nie4,乜
zi3,紫
zhou1,诌
zhen3,诊
chang4,韔
"pou1,hui4",頮
fu2,颫
lu4,趢
sai4,賽
zhi4,貭
zhuang1,装
zhi4,掷
zhao1,招
zang1,脏
yu3,羽
shuang1,雙
"ling5,ling2",靈
xie2,鞵
"hang2,gang1",頏
dang4,趤
ze2,賾
chu4,亍
zhuang1,妆
zhi4,至
zhao1,昭
zang4,葬
yu4,玉
"huan2,guan4",雚
"yi3,ai4",靉
pan2,鞶
yu4,預
"qiu1,cu4",趥
liao2,賿
ji1,丌
zhuang4,撞
zhi4,致
zhao3,找
zao1,遭
yu4,域
"ju2,chu2",雛
feng1,靊
ge2,鞷
"wan2,kun1",頑
zi1,趦
yi4,贀
wu4,兀
zhuang4,壮
zhi4,置
zhao3,沼
zao1,糟
yu4,芋
za2,雜
li4,靋
"bing3,bi4",鞸
"fen2,ban1",頒
ti2,趧
bai4,贁
gai4,丐
zhuang4,状
zhi4,帜
zhao4,赵
zao2,凿
yu4,郁
yong1,雝
bao3,靌
kuo4,鞹
"dun4,du2",頓
"qu1,cu4",趨
chen3,贂
nian4,廿
zhui1,椎
zhi4,峙
zhao4,照
zao3,藻
xu1,吁
ji1,雞
tang1,鞺
di2,頔
chi4,趩
wan4,贃
sa4,卅
zhui1,锥
zhi4,制
zhao4,罩
zao3,枣
yu4,遇
"xi1,gui1",雟
lou2,鞻
"dian4,dan1",頕
"huang2,guang1",趪
"zhi4,zhi2",贄
pi1,丕
zhui1,追
zhi4,智
zhao4,兆
zao3,早
yu4,喻
liu4,雡
"hui4,gui4",鞼
pan4,頖
"qiao2,chao3",趫
zhui4,贅
gen4,亘
zhui4,赘
zhi4,秩
zhao4,肇
zao3,澡
yu4,峪
li2,離
bing4,靐
qiao2,鞽
po1,頗
qiao1,趬
biao1,贆
cheng2,丞
zhui4,坠
zhi4,稚
zhao4,召
"zao5,zao3",蚤
yu4,御
"nan5,nan2",難
qing1,靑
xue1,鞾
ling3,領
jiao4,趭
"yun1,bin1",贇
ge2,鬲
zhui4,缀
zhi4,质
zhe1,遮
zao4,躁
yu4,愈
xue2,雤
tian1,靔
ji1,鞿
che4,頙
zao4,趮
zeng4,贈
nao1,孬
zhun1,谆
zhi4,炙
zhe2,折
zao4,噪
yu4,欲
za2,雥
zhen1,靕
jian1,韀
jing4,頚
"yue4,ti4",趯
dan4,贉
e4,噩
zhun3,准
zhi4,痔
zhe2,哲
zao4,造
yu4,狱
ji2,雦
cheng1,靗
jiang1,韁
lei4,頛
er3,趰
zan4,贊
shu4,丨
zhuo1,捉
zhi4,滞
zhe2,蛰
zao4,皂
yu4,育
ji2,雧
"qing4,jing4",靘
chan4,韂
"he2,ge2",頜
zan3,趲
yan4,贋
yu2,禺
zhuo1,拙
zhi4,治
zhe2,辙
zao4,灶
yu4,誉
na3,雫
"liang4,jing4",靚
"ta4,da2",韃
qiao1,頝
"wu1,ku4",趶
pu2,贌
pie3,丿
zhuo2,卓
zhi4,窒
zhe3,者
zao4,燥
"jing5,jing4",靜
hu4,韄
"e4,an4",頞
du3,賭
bei4,貝
xu1,谞
zhi2,职
zhan4,绽
yun4,孕
yu2,余
yin1,茵
cheng1,阷
li4,隸
ji2,霵
"bing3,bi4",鞞
jin4,賮
zhen1,貞
zhu4,住
zhi2,直
zhang1,樟
za1,匝
yu2,俞
yin1,荫
"e4,ai4",阸
"que4,he4",隺
pang1,霶
kuo4,鞟
"xiong1,min2",賯
"yun4,yuan2",貟
zhu4,注
zhi2,植
zhang1,章
za2,砸
yu2,逾
yin1,因
qu1,阹
zhi1,隻
yang2,霷
la5,鞡
chun3,賰
fu4,負
zhu4,祝
zhi2,殖
zhang1,彰
za2,杂
yu2,鱼
yin1,殷
di3,阺
yi4,隿
wei2,霺
"zha2,die2",鞢
yun3,賱
cai2,財
zhu4,驻
zhi2,执
zhang1,漳
zai1,栽
yu2,愉
yin1,音
ling2,阾
qin2,雂
bang1,鞤
bao3,賲
gong4,貢
zhua1,抓
zhi2,值
zhang1,张
zai1,哉
yu2,渝
yin1,阴
tuo2,陁
"qian1,jie4",雃
xi4,霼
eng1,鞥
zai1,賳
te4,貣
zhao3,爪
zhi2,侄
zhang3,掌
zai1,灾
yu2,渔
yin1,姻
bing3,陃
huan2,雈
ji4,霽
qiu1,鞦
lai4,賴
"yi4,yi2",貤
zhuai4,拽
zhi3,址
zhang3,涨
zai3,宰
yu2,隅
yin2,吟
duo4,陊
gou4,雊
"wu4,mao4",霿
qiu1,鞧
feng4,賵
hang2,貥
zhuan1,专
zhi3,指
zhang4,杖
zai3,载
yu3,予
yin2,银
shu1,陎
"jun4,juan4",雋
meng2,靀
"she2,he2",鞨
wan2,貦
zhuan1,砖
zhi3,止
zhang4,丈
zai4,再
yu2,娱
yin2,淫
"sui2,duo4",陏
hu1,雐
"lei4,lei2",靁
qiao4,鞩
ji1,賷
pin2,貧
zhuan3,转
zhi3,趾
zhang4,帐
zai4,在
yu3,雨
yin2,寅
er2,陑
za2,雑
li4,靂
"mu4,mou2",鞪
sheng4,賸
huo4,貨
zhuan4,撰
zhi1,只
zhang4,账
zan2,咱
yu3,与
yin3,饮
gui3,陒
yu2,雓
"sui3,huo4",靃
"jian4,jian1",鞬
"yi4,ai4",賹
fan4,販
zhuan4,赚
zhi3,旨
zhang4,仗
zan3,攒
yu3,屿
yin3,尹
yu1,陓
chou2,雔
ai3,靄
di1,鞮
"zhuan4,zuan4",賺
tan1,貪
zhuan4,篆
zhi3,纸
zhang4,胀
zan4,暂
yu3,禹
yin3,引
jun4,陖
sui1,雖
fei4,靅
yun4,鞰
fu4,賻
"wan1,guan4",貫
zhuang1,桩
zhi4,志
zhang4,瘴
zan4,赞
yu3,宇
yin3,隐
qiao4,陗
han4,雗
dai4,靆
"tao4,tao1",鞱
gou4,購
"zhai4,ze2",責
zhuang1,庄
zhi4,挚
zhang4,障
zang1,赃
yu3,语
"wo4,huo4",雘
"long2,ling2",靇
ta4,鞳
"mo4,he2",貈
xie2,讗
se4,譅
zhan1,瞻
yue4,岳
"you3,you4",有
yi4,亦
yang2,佯
ta4,阘
tui2,隤
mai4,霡
